Category,Food_Item,Travel_Time,Cooking_Status,Quantity,Compliance_Status,Special_Packing_Required,Packing_Guidelines,Image_URL
Fish or Meats,Sardines,3–5 hours,Uncooked,1kg,Restricted,Yes,"Use insulated coolers with ice packs if needed, but minimal risk of thawing.",packing-images\0003.jpg
Fish or Meats,Sardines,6–8 hours,Uncooked,1kg,Restricted,Yes,Use insulated coolers with ice packs to keep frozen. Ensure leak-proof packaging.,packing-images\0003.jpg
Fish or Meats,Sardines,9–12 hours,Uncooked,1kg,Restricted,Yes,Use high-quality insulated coolers with multiple ice packs. Ensure leak-proof packaging to prevent spills.,packing-images\0003.jpg
Fish or Meats,Sardines,13–18 hours,Uncooked,1kg,Restricted,Yes,Use insulated coolers with sufficient ice packs or dry ice. Ensure airtight and leak-proof packaging.,packing-images\0003.jpg
Fish or Meats,Sardines,Above 18 hours,Uncooked,1kg,Restricted,Yes,Use heavy-duty insulated coolers with dry ice or gel packs. Ensure complete leak-proof and airtight sealing to maintain frozen state.,packing-images\0003.jpg
Fish or Meats,Goat Meat,3–5 hours,Cooked,1kg,Allowed,No,"Only if properly frozen and sealed; refrigeration is acceptable for short durations, but freezing is ideal.",packing-images\0024.jpg
Fish or Meats,Goat Meat,6–8 hours,Cooked,1kg,Allowed,No,Must be properly frozen and sealed in airtight packaging to ensure freshness.,packing-images\0024.jpg
Fish or Meats,Goat Meat,9–12 hours,Cooked,1kg,Allowed,No,Required to be frozen and sealed to prevent bacteria growth and preserve quality.,packing-images\0024.jpg
Fish or Meats,Goat Meat,13–18 hours,Cooked,1kg,Allowed,No,"Only allowed if properly frozen and sealed, stored in an insulated container with ice packs for extended travel.",packing-images\0024.jpg
Fish or Meats,Goat Meat,Above 18 hours,Cooked,1kg,Allowed,No,"Must be properly frozen, sealed, and packed in an insulated cooler with dry ice or gel packs for long-term preservation and safety.",packing-images\0024.jpg
Fish or Meats,Goat Meat,3–5 hours,Uncooked,1kg,Restricted,Yes,Vacuum sealing is optional but helps prevent contamination.,packing-images\0005.jpg
Fish or Meats,Goat Meat,6–8 hours,Uncooked,1kg,Restricted,Yes,Use vacuum-sealed bags to extend freshness and prevent spills.,packing-images\0005.jpg
Fish or Meats,Goat Meat,9–12 hours,Uncooked,1kg,Restricted,Yes,Ensure vacuum-sealed bags are airtight and stored in an insulated cooler.,packing-images\0005.jpg
Fish or Meats,Goat Meat,13–18 hours,Uncooked,1kg,Restricted,Yes,Use high-quality vacuum-sealed bags with an additional protective layer inside an insulated container.,packing-images\0005.jpg
Fish or Meats,Goat Meat,Above 18 hours,Uncooked,1kg,Restricted,Yes,Use reinforced vacuum-sealed bags with dry ice or gel packs inside a heavy-duty insulated cooler for maximum preservation.,packing-images\0005.jpg
Fish or Meats,Prawns (Dry),3–5 hours,Cooked,1kg,Allowed,No,"Use airtight containers to avoid exposure, refrigeration may not be needed.",packing-images\0006.jpg
Fish or Meats,Prawns (Dry),6–8 hours,Cooked,1kg,Allowed,No,"Store in airtight, leak-proof containers with insulation if required.",packing-images\0006.jpg
Fish or Meats,Prawns (Dry),9–12 hours,Cooked,1kg,Allowed,No,Ensure airtight containers are placed in an insulated cooler.,packing-images\0006.jpg
Fish or Meats,Prawns (Dry),13–18 hours,Cooked,1kg,Allowed,No,Use heavy-duty airtight containers with ice packs inside an insulated cooler.,packing-images\0006.jpg
Fish or Meats,Prawns (Dry),Above 18 hours,Cooked,1kg,Allowed,No,Store in reinforced airtight containers with dry ice for extended preservation.,packing-images\0006.jpg
Fish or Meats,Prawns (Dry),3–5 hours,Uncooked,1kg,Restricted,Yes,"Use insulated coolers with ice packs if needed, but minimal risk of thawing.",packing-images\0003.jpg
Fish or Meats,Prawns (Dry),6–8 hours,Uncooked,1kg,Restricted,Yes,Use insulated coolers with ice packs to keep frozen. Ensure leak-proof packaging.,packing-images\0003.jpg
Fish or Meats,Prawns (Dry),9–12 hours,Uncooked,1kg,Restricted,Yes,Use high-quality insulated coolers with multiple ice packs. Ensure leak-proof packaging to prevent spills.,packing-images\0003.jpg
Fish or Meats,Prawns (Dry),13–18 hours,Uncooked,1kg,Restricted,Yes,Use insulated coolers with sufficient ice packs or dry ice. Ensure airtight and leak-proof packaging.,packing-images\0003.jpg
Fish or Meats,Prawns (Dry),Above 18 hours,Uncooked,1kg,Restricted,Yes,Use heavy-duty insulated coolers with dry ice or gel packs. Ensure complete leak-proof and airtight sealing to maintain frozen state.,packing-images\0003.jpg
Fish or Meats,Dried Sprats (Hal Messo),3–5 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper.,packing-images\0001.jpg
Fish or Meats,Dried Sprats (Hal Messo),6–8 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Ensure airtight sealing for freshness.),packing-images\0001.jpg
Fish or Meats,Dried Sprats (Hal Messo),9–12 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Consider extra wrapping or a moisture-proof bag.),packing-images\0001.jpg
Fish or Meats,Dried Sprats (Hal Messo),13–18 hours,Cooked,1kg,Allowed,No,"Use resealable bags or food-grade wrapping paper, plus an additional protective layer (e.g., double wrapping or an extra sealed bag to prevent contamination).",packing-images\0001.jpg
Fish or Meats,Dried Sprats (Hal Messo),Above 18 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper inside a rigid container (to prevent crushing or exposure to moisture over long travel times).,packing-images\0001.jpg
Fish or Meats,Dried Sprats (Hal Messo),3–5 hours,Uncooked,1kg,Allowed,No,"Use airtight containers to avoid exposure, refrigeration may not be needed.",packing-images\0006.jpg
Fish or Meats,Dried Sprats (Hal Messo),6–8 hours,Uncooked,1kg,Allowed,No,"Store in airtight, leak-proof containers with insulation if required.",packing-images\0006.jpg
Fish or Meats,Dried Sprats (Hal Messo),9–12 hours,Uncooked,1kg,Allowed,No,Ensure airtight containers are placed in an insulated cooler.,packing-images\0006.jpg
Fish or Meats,Dried Sprats (Hal Messo),13–18 hours,Uncooked,1kg,Allowed,No,Use heavy-duty airtight containers with ice packs inside an insulated cooler.,packing-images\0006.jpg
Fish or Meats,Dried Sprats (Hal Messo),Above 18 hours,Uncooked,1kg,Allowed,No,Store in reinforced airtight containers with dry ice for extended preservation.,packing-images\0006.jpg
Fish or Meats,Cuttlefish,3–5 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper.,packing-images\0001.jpg
Fish or Meats,Cuttlefish,6–8 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Ensure airtight sealing for freshness.),packing-images\0001.jpg
Fish or Meats,Cuttlefish,9–12 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Consider extra wrapping or a moisture-proof bag.),packing-images\0001.jpg
Fish or Meats,Cuttlefish,13–18 hours,Cooked,1kg,Allowed,No,"Use resealable bags or food-grade wrapping paper, plus an additional protective layer (e.g., double wrapping or an extra sealed bag to prevent contamination).",packing-images\0001.jpg
Fish or Meats,Cuttlefish,Above 18 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper inside a rigid container (to prevent crushing or exposure to moisture over long travel times).,packing-images\0001.jpg
Fish or Meats,Cuttlefish,3–5 hours,Uncooked,1kg,Restricted,Yes,"Use insulated coolers with ice packs if needed, but minimal risk of thawing.",packing-images\0003.jpg
Fish or Meats,Cuttlefish,6–8 hours,Uncooked,1kg,Restricted,Yes,Use insulated coolers with ice packs to keep frozen. Ensure leak-proof packaging.,packing-images\0003.jpg
Fish or Meats,Cuttlefish,9–12 hours,Uncooked,1kg,Restricted,Yes,Use high-quality insulated coolers with multiple ice packs. Ensure leak-proof packaging to prevent spills.,packing-images\0003.jpg
Fish or Meats,Cuttlefish,13–18 hours,Uncooked,1kg,Restricted,Yes,Use insulated coolers with sufficient ice packs or dry ice. Ensure airtight and leak-proof packaging.,packing-images\0003.jpg
Fish or Meats,Cuttlefish,Above 18 hours,Uncooked,1kg,Restricted,Yes,Use heavy-duty insulated coolers with dry ice or gel packs. Ensure complete leak-proof and airtight sealing to maintain frozen state.,packing-images\0003.jpg
Fish or Meats,Crayfish,3–5 hours,Cooked,1kg,Allowed,No,"Use airtight containers to avoid exposure, refrigeration may not be needed.",packing-images\0006.jpg
Fish or Meats,Crayfish,6–8 hours,Cooked,1kg,Allowed,No,"Store in airtight, leak-proof containers with insulation if required.",packing-images\0006.jpg
Fish or Meats,Crayfish,9–12 hours,Cooked,1kg,Allowed,No,Ensure airtight containers are placed in an insulated cooler.,packing-images\0006.jpg
Fish or Meats,Crayfish,13–18 hours,Cooked,1kg,Allowed,No,Use heavy-duty airtight containers with ice packs inside an insulated cooler.,packing-images\0006.jpg
Fish or Meats,Crayfish,Above 18 hours,Cooked,1kg,Allowed,No,Store in reinforced airtight containers with dry ice for extended preservation.,packing-images\0006.jpg
Fish or Meats,Crayfish,3–5 hours,Uncooked,1kg,Restricted,Yes,Vacuum sealing is optional but helps prevent contamination.,packing-images\0005.jpg
Fish or Meats,Crayfish,6–8 hours,Uncooked,1kg,Restricted,Yes,Use vacuum-sealed bags to extend freshness and prevent spills.,packing-images\0005.jpg
Fish or Meats,Crayfish,9–12 hours,Uncooked,1kg,Restricted,Yes,Ensure vacuum-sealed bags are airtight and stored in an insulated cooler.,packing-images\0005.jpg
Fish or Meats,Crayfish,13–18 hours,Uncooked,1kg,Restricted,Yes,Use high-quality vacuum-sealed bags with an additional protective layer inside an insulated container.,packing-images\0005.jpg
Fish or Meats,Crayfish,Above 18 hours,Uncooked,1kg,Restricted,Yes,Use reinforced vacuum-sealed bags with dry ice or gel packs inside a heavy-duty insulated cooler for maximum preservation.,packing-images\0005.jpg
Fish or Meats,Maldive Fish Chips,3–5 hours,Not applicable,1kg,Allowed,No,"Use airtight containers to avoid exposure, refrigeration may not be needed.",packing-images\0006.jpg
Fish or Meats,Maldive Fish Chips,6–8 hours,Not applicable,1kg,Allowed,No,"Store in airtight, leak-proof containers with insulation if required.",packing-images\0006.jpg
Fish or Meats,Maldive Fish Chips,9–12 hours,Not applicable,1kg,Allowed,No,Ensure airtight containers are placed in an insulated cooler.,packing-images\0006.jpg
Fish or Meats,Maldive Fish Chips,13–18 hours,Not applicable,1kg,Allowed,No,Use heavy-duty airtight containers with ice packs inside an insulated cooler.,packing-images\0006.jpg
Fish or Meats,Maldive Fish Chips,Above 18 hours,Not applicable,1kg,Allowed,No,Store in reinforced airtight containers with dry ice for extended preservation.,packing-images\0006.jpg
Grains,Quinoa,3–5 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper.,packing-images\0001.jpg
Grains,Quinoa,6–8 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Ensure airtight sealing for freshness.),packing-images\0001.jpg
Grains,Quinoa,9–12 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Consider extra wrapping or a moisture-proof bag.),packing-images\0001.jpg
Grains,Quinoa,13–18 hours,Cooked,1kg,Allowed,No,"Use resealable bags or food-grade wrapping paper, plus an additional protective layer (e.g., double wrapping or an extra sealed bag to prevent contamination).",packing-images\0001.jpg
Grains,Quinoa,Above 18 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper inside a rigid container (to prevent crushing or exposure to moisture over long travel times).,packing-images\0001.jpg
Grains,Quinoa,3–5 hours,Uncooked,1kg,Restricted,Yes,"Use insulated coolers with ice packs if needed, but minimal risk of thawing.",packing-images\0003.jpg
Grains,Quinoa,6–8 hours,Uncooked,1kg,Restricted,Yes,Use insulated coolers with ice packs to keep frozen. Ensure leak-proof packaging.,packing-images\0003.jpg
Grains,Quinoa,9–12 hours,Uncooked,1kg,Restricted,Yes,Use high-quality insulated coolers with multiple ice packs. Ensure leak-proof packaging to prevent spills.,packing-images\0003.jpg
Grains,Quinoa,13–18 hours,Uncooked,1kg,Restricted,Yes,Use insulated coolers with sufficient ice packs or dry ice. Ensure airtight and leak-proof packaging.,packing-images\0003.jpg
Grains,Quinoa,Above 18 hours,Uncooked,1kg,Restricted,Yes,Use heavy-duty insulated coolers with dry ice or gel packs. Ensure complete leak-proof and airtight sealing to maintain frozen state.,packing-images\0003.jpg
Grains,Rice,3–5 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper.,packing-images\0001.jpg
Grains,Rice,6–8 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Ensure airtight sealing for freshness.),packing-images\0001.jpg
Grains,Rice,9–12 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper. (Consider extra wrapping or a moisture-proof bag.),packing-images\0001.jpg
Grains,Rice,13–18 hours,Cooked,1kg,Allowed,No,"Use resealable bags or food-grade wrapping paper, plus an additional protective layer (e.g., double wrapping or an extra sealed bag to prevent contamination).",packing-images\0001.jpg
Grains,Rice,Above 18 hours,Cooked,1kg,Allowed,No,Use resealable bags or food-grade wrapping paper inside a rigid container (to prevent crushing or exposure to moisture over long travel times).,packing-images\0001.jpg
Grains,Rice,3–5 hours,Uncooked,1kg,Allowed,No,Regular containers or resealable bags are sufficient.,packing-images\0002.jpg
Grains,Rice,6–8 hours,Uncooked,1kg,Allowed,No,Pack in a sturdy container to avoid crushing.,packing-images\0002.jpg
Grains,Rice,9–12 hours,Uncooked,1kg,Allowed,No,"Use rigid, airtight containers to prevent damage and moisture absorption.",packing-images\0002.jpg
Grains,Rice,13–18 hours,Uncooked,1kg,Allowed,No,"Use impact-resistant, sealed containers to protect against external pressure.",packing-images\0002.jpg
Grains,Rice,Above 18 hours,Uncooked,1kg,Allowed,No,Use hard plastic or metal containers with internal cushioning to prevent breakage.,packing-images\0002.jpg
Grains,Wheat,3–5 hours,Cooked,1kg,Restricted,Yes,"Vacuum sealing is optional, but recommended for spices and powdered items.",packing-images\0005.jpg
Grains,Wheat,6–8 hours,Cooked,1kg,Restricted,Yes,Use vacuum-sealed bags to prevent contamination and moisture absorption.,packing-images\0005.jpg
Grains,Wheat,9–12 hours,Cooked,1kg,Restricted,Yes,Ensure vacuum-sealed bags are airtight to avoid exposure to air.,packing-images\0005.jpg
Grains,Wheat,13–18 hours,Cooked,1kg,Restricted,Yes,Use high-quality vacuum-sealed bags to prevent oxidation and maintain freshness.,packing-images\0005.jpg
Grains,Wheat,Above 18 hours,Cooked,1kg,Restricted,Yes,Use reinforced vacuum-sealed bags with an additional protective layer inside a sturdy container.,packing-images\0005.jpg
Grains,Wheat,3–5 hours,Uncooked,1kg,Restricted,Yes,"Use insulated coolers with ice packs if needed, but minimal risk of thawing.",packing-images\0003.jpg
Grains,Wheat,6–8 hours,Uncooked,1kg,Restricted,Yes,Use insulated coolers with ice packs to keep frozen. Ensure leak-proof packaging.,packing-images\0003.jpg
Grains,Wheat,9–12 hours,Uncooked,1kg,Restricted,Yes,Use high-quality insulated coolers with multiple ice packs. Ensure leak-proof packaging to prevent spills.,packing-images\0003.jpg
Grains,Wheat,13–18 hours,Uncooked,1kg,Restricted,Yes,Use insulated coolers with sufficient ice packs or dry ice. Ensure airtight and leak-proof packaging.,packing-images\0003.jpg
